PIN;cagsbcid_m;Name;Vorname;Straße;Hausnr;PLZ;Ort;Vertragsbeginn;Vertragsende;Vertragsstatus;Vertragsstatus Bez;Vertragsnummer;Vertragsgegenstand;Vertrag verlängern um;Vertrag Kündigungsfrist;VP eMail
1000000329;AW;Weimer;Kurt;Am Dachsbau;19;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44636;Abwasser Ravensburg;K;;Kurt.Weimer@test.de
1000000329;AW;Weimer;Kurt;Am Dachsbau;19;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44638;Abwasser Ravensburg;K;;Kurt.Weimer@test.de
1000000329;AW;Weimer;Kurt;Am Dachsbau;19;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44638;Abwasser Ravensburg;K;;Kurt.Weimer@test.de
1000000329;AW;Weimer;Kurt;Am Dachsbau;19;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44640;Abwasser Ravensburg;K;;Kurt.Weimer@test.de
1000000329;AW;Weimer;Kurt;Am Dachsbau;19;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44640;Abwasser Ravensburg;K;;Kurt.Weimer@test.de
1000000329;W;Weimer;Kurt;Am Dachsbau;19;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44635;abcWasser Ravensburg;K;;Kurt.Weimer@test.de
1000000329;W;Weimer;Kurt;Am Dachsbau;19;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44635;abcWasser Ravensburg;K;;Kurt.Weimer@test.de
1000000329;W;Weimer;Kurt;Am Dachsbau;19;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44637;abcWasser Ravensburg;K;;Kurt.Weimer@test.de
1000000329;W;Weimer;Kurt;Am Dachsbau;19;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44637;abcWasser Ravensburg;K;;Kurt.Weimer@test.de
1000000329;W;Weimer;Kurt;Am Dachsbau;19;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44639;abcWasser Ravensburg;K;;Kurt.Weimer@test.de
1000000329;W;Weimer;Kurt;Am Dachsbau;19;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44639;abcWasser Ravensburg;K;;Kurt.Weimer@test.de
1000000334;G;Knopp;Margot;Am Doggelhof;;52062;Aachen;01.01.2008 00:00;30.11.2022 00:00;99;Vertrag ist endabgerechnet;32040;abcErdgas Komfort (Grundvers.);1T;14T;Margot.Knopp@test.de
1000000353;AW;Tietze;Anneliese;Hixsxvp.;18;52062;Aachen;01.01.2008 00:00;30.07.2021 00:00;99;Vertrag ist endabgerechnet;48546;Abwasser Ravensburg;K;;Anneliese.Tietze@test.de
1000000353;AW;Tietze;Anneliese;Hixsxvp.;18;52062;Aachen;01.01.2008 00:00;30.07.2021 00:00;99;Vertrag ist endabgerechnet;48546;Abwasser Ravensburg;K;;Anneliese.Tietze@test.de
1000000353;G;Tietze;Anneliese;Hixsxvp.;18;52062;Aachen;01.01.2008 00:00;30.07.2021 00:00;99;Vertrag ist endabgerechnet;8275;abcErdgas Komfort (Grundvers.);1T;14T;Anneliese.Tietze@test.de
1000000353;G;Tietze;Anneliese;Hixsxvp.;18;52062;Aachen;01.01.2008 00:00;30.07.2021 00:00;99;Vertrag ist endabgerechnet;8275;abcErdgas Komfort (Grundvers.);1T;14T;Anneliese.Tietze@test.de
1000000353;W;Tietze;Anneliese;Hixsxvp.;18;52062;Aachen;01.01.2008 00:00;30.07.2021 00:00;99;Vertrag ist endabgerechnet;48545;abcWasser Ravensburg;K;;Anneliese.Tietze@test.de
1000000353;W;Tietze;Anneliese;Hixsxvp.;18;52062;Aachen;01.01.2008 00:00;30.07.2021 00:00;99;Vertrag ist endabgerechnet;48545;abcWasser Ravensburg;K;;Anneliese.Tietze@test.de
1000000363;AW;Grunert;Elfriede;Am Fliederbusch;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;43532;Abwasser Ravensburg;K;;Elfriede.Grunert@test.de
1000000363;G;Grunert;Elfriede;Am Fliederbusch;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;5831;abcErdgas online flex;1M;6W;Elfriede.Grunert@test.de
1000000363;G;Grunert;Elfriede;Am Fliederbusch;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;5831;abcErdgas online flex;1M;6W;Elfriede.Grunert@test.de
1000000363;G;Grunert;Elfriede;Am Fliederbusch;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;5831;abcErdgas online flex;1M;6W;Elfriede.Grunert@test.de
1000000363;W;Grunert;Elfriede;Am Fliederbusch;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;43531;abcWasser Ravensburg;K;;Elfriede.Grunert@test.de
1000000364;AW;Pauly;Elisabeth;Am Fließ;11;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;43902;Abwasser Ravensburg;K;;Elisabeth.Pauly@test.de
1000000364;AW;Pauly;Elisabeth;Am Fließ;11;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;43902;Abwasser Ravensburg;K;;Elisabeth.Pauly@test.de
1000000364;W;Pauly;Elisabeth;Am Fließ;11;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;43901;abcWasser Ravensburg;K;;Elisabeth.Pauly@test.de
1000000364;W;Pauly;Elisabeth;Am Fließ;11;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;43901;abcWasser Ravensburg;K;;Elisabeth.Pauly@test.de
1000000368;AW;Gräfe;Erich;Am Forstacker;13;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;45226;Abwasser Ravensburg;K;;Erich.Gräfe@test.de
1000000368;AW;Gräfe;Erich;Am Forstacker;13;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;45226;Abwasser Ravensburg;K;;Erich.Gräfe@test.de
1000000368;G;Gräfe;Erich;Am Forstacker;13;52062;Aachen;01.10.2013 00:00;;0;Vertrag ist aktiv;6640;abcBiogas;12M;6W;Erich.Gräfe@test.de
1000000368;G;Gräfe;Erich;Am Forstacker;13;52062;Aachen;01.10.2013 00:00;;0;Vertrag ist aktiv;6640;abcBiogas;12M;6W;Erich.Gräfe@test.de
1000000368;W;Gräfe;Erich;Am Forstacker;13;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;45225;abcWasser Ravensburg;K;;Erich.Gräfe@test.de
1000000368;W;Gräfe;Erich;Am Forstacker;13;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;45225;abcWasser Ravensburg;K;;Erich.Gräfe@test.de
1000000373;AW;Arendt;Frieda;Am Fuchspaß;95;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;35541;Abwasser Ravensburg;K;;Frieda.Arendt@test.de
1000000373;AW;Arendt;Frieda;Am Fuchspaß;95;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;35541;Abwasser Ravensburg;K;;Frieda.Arendt@test.de
1000000373;W;Arendt;Frieda;Am Fuchspaß;95;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;35540;abcWasser Ravensburg;K;;Frieda.Arendt@test.de
1000000373;W;Arendt;Frieda;Am Fuchspaß;95;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;35540;abcWasser Ravensburg;K;;Frieda.Arendt@test.de
1000000386;AW;Häring;Helmut;Am Großen Wannsee;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44535;Abwasser Ravensburg;K;;Helmut.Häring@test.de
1000000386;AW;Häring;Helmut;Am Großen Wannsee;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44535;Abwasser Ravensburg;K;;Helmut.Häring@test.de
1000000386;S;Häring;Helmut;Am Großen Wannsee;14;52062;Aachen;01.07.2023 00:00;;60;Vertragsanlage wartet auf Bestätigung;119197;abcNaturstrom Haushalt ET Fix;K;;Helmut.Häring@test.de
1000000386;W;Häring;Helmut;Am Großen Wannsee;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44534;abcWasser Ravensburg;K;;Helmut.Häring@test.de
1000000386;W;Häring;Helmut;Am Großen Wannsee;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44534;abcWasser Ravensburg;K;;Helmut.Häring@test.de
1000000394;AW;Arens;Ida;Am Hain;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;34544;Abwasser Ravensburg;K;;Ida.Arens@test.de
1000000394;G;Arens;Ida;Am Hain;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;1526;abcErdgas Komfort (Grundvers.);1T;14T;Ida.Arens@test.de
1000000394;G;Arens;Ida;Am Hain;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;1526;abcErdgas Komfort (Grundvers.);1T;14T;Ida.Arens@test.de
1000000394;W;Arens;Ida;Am Hain;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;34543;abcWasser Ravensburg;K;;Ida.Arens@test.de
1000000398;AW;Tröger;Joachim;Am Haselluch;18;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;41015;Abwasser Ravensburg;K;;Joachim.Tröger@test.de
1000000398;AW;Tröger;Joachim;Am Haselluch;18;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;41015;Abwasser Ravensburg;K;;Joachim.Tröger@test.de
1000000398;W;Tröger;Joachim;Am Haselluch;18;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;41014;abcWasser Ravensburg;K;;Joachim.Tröger@test.de
1000000398;W;Tröger;Joachim;Am Haselluch;18;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;41014;abcWasser Ravensburg;K;;Joachim.Tröger@test.de
1000000403;AW;Karg;Klaus ;Am Heideberg;4;52062;Aachen;01.01.2008 00:00;28.07.2019 00:00;99;Vertrag ist endabgerechnet;51918;Abwasser Ravensburg;K;;Klaus .Karg@test.de
1000000403;AW;Karg;Klaus ;Am Heideberg;4;52062;Aachen;01.01.2008 00:00;28.07.2019 00:00;99;Vertrag ist endabgerechnet;51918;Abwasser Ravensburg;K;;Klaus .Karg@test.de
1000000403;AW;Karg;Klaus ;Schünemannweg;4;52062;Aachen;29.07.2019 00:00;31.10.2019 00:00;99;Vertrag ist endabgerechnet;72490;Abwasser Ravensburg;K;;Klaus .Karg@test.de
1000000403;AW;Karg;Klaus ;Schünemannweg;4;52062;Aachen;29.07.2019 00:00;31.10.2019 00:00;99;Vertrag ist endabgerechnet;72490;Abwasser Ravensburg;K;;Klaus .Karg@test.de
1000000403;G;Karg;Klaus ;Schünemannweg;4;52062;Aachen;29.07.2019 00:00;31.10.2019 00:00;99;Vertrag ist endabgerechnet;72491;abcErdgas fix;12M;6W;Klaus .Karg@test.de
1000000403;G;Karg;Klaus ;Schünemannweg;4;52062;Aachen;29.07.2019 00:00;31.10.2019 00:00;99;Vertrag ist endabgerechnet;72491;abcErdgas fix;12M;6W;Klaus .Karg@test.de
1000000403;G;Karg;Klaus ;Am Heideberg;4;52062;Aachen;01.01.2008 00:00;28.07.2019 00:00;99;Vertrag ist endabgerechnet;9981;abcErdgas fix;12M;6W;Klaus .Karg@test.de
1000000403;G;Karg;Klaus ;Am Heideberg;4;52062;Aachen;01.01.2008 00:00;28.07.2019 00:00;99;Vertrag ist endabgerechnet;9981;abcErdgas fix;12M;6W;Klaus .Karg@test.de
1000000403;W;Karg;Klaus ;Am Heideberg;4;52062;Aachen;01.01.2008 00:00;28.07.2019 00:00;99;Vertrag ist endabgerechnet;51917;abcWasser Ravensburg;K;;Klaus .Karg@test.de
1000000403;W;Karg;Klaus ;Am Heideberg;4;52062;Aachen;01.01.2008 00:00;28.07.2019 00:00;99;Vertrag ist endabgerechnet;51917;abcWasser Ravensburg;K;;Klaus .Karg@test.de
1000000403;W;Karg;Klaus ;Schünemannweg;4;52062;Aachen;29.07.2019 00:00;31.10.2019 00:00;99;Vertrag ist endabgerechnet;72489;abcWasser Ravensburg;K;;Klaus .Karg@test.de
1000000403;W;Karg;Klaus ;Schünemannweg;4;52062;Aachen;29.07.2019 00:00;31.10.2019 00:00;99;Vertrag ist endabgerechnet;72489;abcWasser Ravensburg;K;;Klaus .Karg@test.de
1000000410;AW;Löwe;Maria;Am Hellespont;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;32635;Abwasser Ravensburg;K;;Maria.Löwe@test.de
1000000410;AW;Löwe;Maria;Am Hellespont;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;32635;Abwasser Ravensburg;K;;Maria.Löwe@test.de
1000000410;S;Löwe;Maria;Am Hellespont;14;52062;Aachen;01.02.2011 00:00;;0;Vertrag ist aktiv;16600;abcNaturstrom Haushalt ET Fix Kombi;12M;6W;Maria.Löwe@test.de
1000000410;S;Löwe;Maria;Am Hellespont;14;52062;Aachen;01.02.2011 00:00;;0;Vertrag ist aktiv;16600;abcNaturstrom Haushalt ET Fix Kombi;12M;6W;Maria.Löwe@test.de
1000000410;W;Löwe;Maria;Am Hellespont;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;32634;abcWasser Ravensburg Kombi;K;;Maria.Löwe@test.de
1000000410;W;Löwe;Maria;Am Hellespont;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;32634;abcWasser Ravensburg Kombi;K;;Maria.Löwe@test.de
1000000411;AW;Eberhard;Marie;Am Herzbergteich;10;52062;Aachen;01.01.2008 00:00;16.01.2022 00:00;99;Vertrag ist endabgerechnet;40696;Abwasser Ravensburg;K;;Marie.Eberhard@test.de
1000000411;AW;Eberhard;Marie;Am Herzbergteich;10;52062;Aachen;01.01.2008 00:00;16.01.2022 00:00;99;Vertrag ist endabgerechnet;40696;Abwasser Ravensburg;K;;Marie.Eberhard@test.de
1000000411;W;Eberhard;Marie;Am Herzbergteich;10;52062;Aachen;01.01.2008 00:00;16.01.2022 00:00;99;Vertrag ist endabgerechnet;40695;abcWasser Ravensburg;K;;Marie.Eberhard@test.de
1000000411;W;Eberhard;Marie;Am Herzbergteich;10;52062;Aachen;01.01.2008 00:00;16.01.2022 00:00;99;Vertrag ist endabgerechnet;40695;abcWasser Ravensburg;K;;Marie.Eberhard@test.de
1000000420;AW;Donner;Walter;Schwambzeile;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;40891;Abwasser Ravensburg;K;;Walter.Donner@test.de
1000000420;AW;Donner;Walter;Schwambzeile;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;40891;Abwasser Ravensburg;K;;Walter.Donner@test.de
1000000420;G;Donner;Walter;Schwambzeile;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;4649;abcErdgas Komfort (Grundvers.);1T;14T;Walter.Donner@test.de
1000000420;G;Donner;Walter;Schwambzeile;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;4649;abcErdgas Komfort (Grundvers.);1T;14T;Walter.Donner@test.de
1000000420;G;Donner;Walter;Schwambzeile;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;4649;abcErdgas Komfort (Grundvers.);1T;14T;Walter.Donner@test.de
1000000420;W;Donner;Walter;Schwambzeile;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;40890;abcWasser Ravensburg;K;;Walter.Donner@test.de
1000000420;W;Donner;Walter;Schwambzeile;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;40890;abcWasser Ravensburg;K;;Walter.Donner@test.de
1000000436;G;Melcher;Curt;Am Kietzer Feld;15;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;2056;abcErdgas online flex;1M;6W;Curt.Melcher@test.de
1000000436;G;Melcher;Curt;Am Kietzer Feld;15;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;2056;abcErdgas online flex;1M;6W;Curt.Melcher@test.de
1000000441;AW;Türk;Else;Am Kladower Wäldchen;4;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;43527;Abwasser RV kundeneig.Verrechnungszähler;K;;Else.Türk@test.de
1000000441;AW;Türk;Else;Am Kladower Wäldchen;4;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;43529;Abwasser RV kundeneig.Verrechnungszähler;K;;Else.Türk@test.de
1000000441;AW;Türk;Else;Am Kladower Wäldchen;4;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;43530;Abwasser RV kundeneig.Verrechnungszähler;K;;Else.Türk@test.de
1000000441;W;Türk;Else;Am Kladower Wäldchen;4;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;43528;abcWasser Ravensburg;K;;Else.Türk@test.de
1000000441;W;Türk;Else;Am Kladower Wäldchen;4;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;43528;abcWasser Ravensburg;K;;Else.Türk@test.de
1000000467;AW;Landwehr;Hildegard;Am Langen Weg;17;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;39060;Abwasser Ravensburg;K;;Hildegard.Landwehr@test.de
1000000467;AW;Landwehr;Hildegard;Am Langen Weg;17;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;39060;Abwasser Ravensburg;K;;Hildegard.Landwehr@test.de
1000000467;AW;Landwehr;Hildegard;Am Langen Weg;26;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;39062;Abwasser Ravensburg;K;;Hildegard.Landwehr@test.de
1000000467;AW;Landwehr;Hildegard;Am Langen Weg;26;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;39062;Abwasser Ravensburg;K;;Hildegard.Landwehr@test.de
1000000467;G;Landwehr;Hildegard;Am Langen Weg;26;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;3761;abcErdgas flex;1M;6W;Hildegard.Landwehr@test.de
1000000467;G;Landwehr;Hildegard;Am Langen Weg;26;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;3761;abcErdgas flex;1M;6W;Hildegard.Landwehr@test.de
1000000467;S;Landwehr;Hildegard;Am Langen Weg;17;52062;Aachen;01.01.2013 00:00;;0;Vertrag ist aktiv;20354;abcNaturstrom Haushalt DT Fix;12M;6W;Hildegard.Landwehr@test.de
1000000467;S;Landwehr;Hildegard;Am Langen Weg;17;52062;Aachen;01.01.2013 00:00;;0;Vertrag ist aktiv;20354;abcNaturstrom Haushalt DT Fix;12M;6W;Hildegard.Landwehr@test.de
1000000467;W;Landwehr;Hildegard;Am Langen Weg;17;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;39059;abcWasser Ravensburg;K;;Hildegard.Landwehr@test.de
1000000467;W;Landwehr;Hildegard;Am Langen Weg;17;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;39059;abcWasser Ravensburg;K;;Hildegard.Landwehr@test.de
1000000467;W;Landwehr;Hildegard;Am Langen Weg;26;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;39061;abcWasser Ravensburg;K;;Hildegard.Landwehr@test.de
1000000467;W;Landwehr;Hildegard;Am Langen Weg;26;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;39061;abcWasser Ravensburg;K;;Hildegard.Landwehr@test.de
1000000472;AW;Fischbach;Irmgard;Schwielowseestraße;33;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;49458;Abwasser Ravensburg;K;;Irmgard.Fischbach@test.de
1000000472;AW;Fischbach;Irmgard;Schwielowseestraße;33;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;49458;Abwasser Ravensburg;K;;Irmgard.Fischbach@test.de
1000000472;AW;Fischbach;Irmgard;Schwielowseestraße;33;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;49460;Abwasser Ravensburg;K;;Irmgard.Fischbach@test.de
1000000472;AW;Fischbach;Irmgard;Schwielowseestraße;33;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;49460;Abwasser Ravensburg;K;;Irmgard.Fischbach@test.de
1000000472;AW;Fischbach;Irmgard;Schwielowseestraße;2;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;49462;Abwasser Ravensburg;K;;Irmgard.Fischbach@test.de
1000000472;AW;Fischbach;Irmgard;Schwielowseestraße;2;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;49462;Abwasser Ravensburg;K;;Irmgard.Fischbach@test.de
1000000472;W;Fischbach;Irmgard;Schwielowseestraße;33;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;49457;abcWasser Stadt Ravensburg;K;;Irmgard.Fischbach@test.de
1000000472;W;Fischbach;Irmgard;Schwielowseestraße;33;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;49457;abcWasser Stadt Ravensburg;K;;Irmgard.Fischbach@test.de
1000000472;W;Fischbach;Irmgard;Schwielowseestraße;33;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;49459;abcWasser Stadt Ravensburg;K;;Irmgard.Fischbach@test.de
1000000472;W;Fischbach;Irmgard;Schwielowseestraße;33;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;49459;abcWasser Stadt Ravensburg;K;;Irmgard.Fischbach@test.de
1000000472;W;Fischbach;Irmgard;Schwielowseestraße;2;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;49461;abcWasser Stadt Ravensburg;K;;Irmgard.Fischbach@test.de
1000000472;W;Fischbach;Irmgard;Schwielowseestraße;2;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;49461;abcWasser Stadt Ravensburg;K;;Irmgard.Fischbach@test.de
1000000482;AW;Kirsten;Manfred;Am Marienhain;3;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;55048;Abwasser Ravensburg;K;;Manfred.Kirsten@test.de
1000000482;AW;Kirsten;Manfred;Am Marienhain;3;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;55048;Abwasser Ravensburg;K;;Manfred.Kirsten@test.de
1000000482;AW;Kirsten;Manfred;Sebnitzer Weg;28;52062;Aachen;20.04.2018 00:00;;0;Vertrag ist aktiv;62490;Abwasser Ravensburg;K;;Manfred.Kirsten@test.de
1000000482;GW;Kirsten;Manfred;Am Marienhain;3;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;55049;Abwasser RV genehmigte Unterzähler;K;;Manfred.Kirsten@test.de
1000000482;GW;Kirsten;Manfred;Am Marienhain;3;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;55049;Abwasser RV genehmigte Unterzähler;K;;Manfred.Kirsten@test.de
1000000482;S;Kirsten;Manfred;Sebnitzer Weg;28;52062;Aachen;01.01.2022 00:00;;0;Vertrag ist aktiv;87040;abcNaturstrom Haushalt ET Fix;12M;6W;Manfred.Kirsten@test.de
1000000482;W;Kirsten;Manfred;Am Marienhain;3;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;55047;abcWasser Ravensburg;K;;Manfred.Kirsten@test.de
1000000482;W;Kirsten;Manfred;Am Marienhain;3;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;55047;abcWasser Ravensburg;K;;Manfred.Kirsten@test.de
1000000482;W;Kirsten;Manfred;Sebnitzer Weg;28;52062;Aachen;20.04.2018 00:00;;0;Vertrag ist aktiv;62489;abcWasser Ravensburg;K;;Manfred.Kirsten@test.de
1000000485;AW;Sandmann;Maria;Am Mickelbruch;35;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;42182;Abwasser Ravensburg;K;;Maria.Sandmann@test.de
1000000485;AW;Sandmann;Maria;Am Mickelbruch;35;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;42182;Abwasser Ravensburg;K;;Maria.Sandmann@test.de
1000000485;G;Sandmann;Maria;Am Mickelbruch;35;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;5261;abcBiogas Kombi;12M;6W;Maria.Sandmann@test.de
1000000485;S;Sandmann;Maria;Am Mickelbruch;35;52062;Aachen;01.09.2013 00:00;;0;Vertrag ist aktiv;21092;abcNaturstrom Haushalt ET Fix;12M;6W;Maria.Sandmann@test.de
1000000485;S;Sandmann;Maria;Am Mickelbruch;35;52062;Aachen;08.09.2020 00:00;08.09.2020 00:00;99;Vertrag ist endabgerechnet;83209;Förderung von e-Mobilität mit 200 kWh Strom;K;;Maria.Sandmann@test.de
1000000472;G;Fischbach;Irmgard;Schwielowseestraße;;52062;Aachen;01.01.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;60888;15 % Rabatt auf Nettobetrag 2.065,40 ? für 2017;K;;Irmgard.Fischbach@test.de
1000000472;G;Fischbach;Irmgard;Schwielowseestraße;32;52062;Aachen;01.01.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;60890;15 % Rabatt auf Nettobetrag 4.941,23 ? für 2017;K;;Irmgard.Fischbach@test.de
1000000472;G;Fischbach;Irmgard;Schwielowseestraße;7;52062;Aachen;01.01.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;60893;15 % Rabatt auf Nettobetrag 5.931,58 ? für 2017;K;;Irmgard.Fischbach@test.de
1000000472;G;Fischbach;Irmgard;Schwielowseestraße;7;52062;Aachen;01.01.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;60899;15 % Rabatt auf Nettobetrag 4.209,42 ? für 2017;K;;Irmgard.Fischbach@test.de
1000000472;G;Fischbach;Irmgard;Schwielowseestraße;12;52062;Aachen;01.01.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;60900;15 % Rabatt auf Nettobetrag 7.483,84 ? für 2017;K;;Irmgard.Fischbach@test.de
1000000472;G;Fischbach;Irmgard;Schwielowseestraße;28;52062;Aachen;01.01.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;60907;15 % Rabatt auf Nettobetrag 18.994,22 ? für 2017;K;;Irmgard.Fischbach@test.de
1000000472;G;Fischbach;Irmgard;Schwielowseestraße;36;52062;Aachen;01.01.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;60917;15 % Rabatt auf Nettobetrag 3.019,73 ? für 2017;K;;Irmgard.Fischbach@test.de
1000000472;G;Fischbach;Irmgard;Schwielowseestraße;30;52062;Aachen;01.01.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;60919;15 % Rabatt auf Nettobetrag 6.628,03 ? für 2017;K;;Irmgard.Fischbach@test.de
1000000472;G;Fischbach;Irmgard;Schwielowseestraße;7;52062;Aachen;01.01.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;60921;15% Rabatt auf Nettobetrag 2.148,73 ? für 2017;K;;Irmgard.Fischbach@test.de
1000000472;G;Fischbach;Irmgard;Schwielowseestraße;12;52062;Aachen;01.01.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;60922;15 % Rabatt auf Nettobetrag 4.575,78 ? für 2017;K;;Irmgard.Fischbach@test.de
1000000472;G;Fischbach;Irmgard;Schwielowseestraße;363;52062;Aachen;01.01.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;60923;15 % Rabatt auf Nettobetrag 10.319,51 ? für 2017;K;;Irmgard.Fischbach@test.de
1000000472;G;Fischbach;Irmgard;Schwielowseestraße;;52062;Aachen;01.01.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;60945;15 % Rabatt auf Nettobetrag 5.981,15 ? für 2017;K;;Irmgard.Fischbach@test.de
