PIN;Name;Vorname;E-Mail;Aktive Vertragsnummern
1000000188;Mundt;Max;Max.Mundt@test.de;52225
1000000212;Timmermann;Edith;Edith.Timmermann@test.de;
1000000212;Timmermann;Edith;Edith.Timmermann@test.de;
1000000212;Timmermann;Edith;Edith.Timmermann@test.de;51067
1000000212;Timmermann;Edith;Edith.Timmermann@test.de;51067
1000000227;Yildirim;Gerda;Gerda.Yildirim@test.de;
1000000227;Yildirim;Gerda;Gerda.Yildirim@test.de;
1000000227;Yildirim;Gerda;Gerda.Yildirim@test.de;
1000000227;Yildirim;Gerda;Gerda.Yildirim@test.de;45593
1000000227;Yildirim;Gerda;Gerda.Yildirim@test.de;45593
1000000239;Radke;Herbert;Herbert.Radke@test.de;
1000000239;Radke;Herbert;Herbert.Radke@test.de;
1000000258;Franken;Margarethe;Margarethe.Franken@test.de;
1000000258;Franken;Margarethe;Margarethe.Franken@test.de;
1000000258;Franken;Margarethe;Margarethe.Franken@test.de;
1000000258;Franken;Margarethe;Margarethe.Franken@test.de;
1000000258;Franken;Margarethe;Margarethe.Franken@test.de;
1000000258;Franken;Margarethe;Margarethe.Franken@test.de;
1000000258;Franken;Margarethe;Margarethe.Franken@test.de;38589
1000000258;Franken;Margarethe;Margarethe.Franken@test.de;38589
1000000258;Franken;Margarethe;Margarethe.Franken@test.de;38591
1000000258;Franken;Margarethe;Margarethe.Franken@test.de;38591
1000000258;Franken;Margarethe;Margarethe.Franken@test.de;38593
1000000258;Franken;Margarethe;Margarethe.Franken@test.de;38593
1000000285;Tischer;Claus;Claus.Tischer@test.de;
1000000285;Tischer;Claus;Claus.Tischer@test.de;
1000000285;Tischer;Claus;Claus.Tischer@test.de;
1000000285;Tischer;Claus;Claus.Tischer@test.de;
1000000285;Tischer;Claus;Claus.Tischer@test.de;
1000000285;Tischer;Claus;Claus.Tischer@test.de;
1000000285;Tischer;Claus;Claus.Tischer@test.de;49349
1000000285;Tischer;Claus;Claus.Tischer@test.de;49349
1000000307;Strecker;Hans;Hans.Strecker@test.de;
1000000307;Strecker;Hans;Hans.Strecker@test.de;
1000000307;Strecker;Hans;Hans.Strecker@test.de;46328
1000000307;Strecker;Hans;Hans.Strecker@test.de;46328
1000000307;Strecker;Hans;Hans.Strecker@test.de;46329
1000000307;Strecker;Hans;Hans.Strecker@test.de;46329
1000000310;Deppe;Heinz;Heinz.Deppe@test.de;
1000000310;Deppe;Heinz;Heinz.Deppe@test.de;
1000000310;Deppe;Heinz;Heinz.Deppe@test.de;
1000000310;Deppe;Heinz;Heinz.Deppe@test.de;
1000000310;Deppe;Heinz;Heinz.Deppe@test.de;55719
1000000310;Deppe;Heinz;Heinz.Deppe@test.de;55719
1000000315;Röhl;Hermann;Hermann.Röhl@test.de;
1000000315;Röhl;Hermann;Hermann.Röhl@test.de;
1000000315;Röhl;Hermann;Hermann.Röhl@test.de;43750
1000000315;Röhl;Hermann;Hermann.Röhl@test.de;43750
1000000316;Borchardt;Herta;Herta.Borchardt@test.de;
1000000316;Borchardt;Herta;Herta.Borchardt@test.de;
1000000316;Borchardt;Herta;Herta.Borchardt@test.de;41678
1000000316;Borchardt;Herta;Herta.Borchardt@test.de;41678
1000000329;Weimer;Kurt;Kurt.Weimer@test.de;
1000000329;Weimer;Kurt;Kurt.Weimer@test.de;
1000000329;Weimer;Kurt;Kurt.Weimer@test.de;
1000000329;Weimer;Kurt;Kurt.Weimer@test.de;
1000000329;Weimer;Kurt;Kurt.Weimer@test.de;
1000000329;Weimer;Kurt;Kurt.Weimer@test.de;
1000000329;Weimer;Kurt;Kurt.Weimer@test.de;44635
1000000329;Weimer;Kurt;Kurt.Weimer@test.de;44635
1000000329;Weimer;Kurt;Kurt.Weimer@test.de;44637
1000000329;Weimer;Kurt;Kurt.Weimer@test.de;44637
1000000329;Weimer;Kurt;Kurt.Weimer@test.de;44639
1000000329;Weimer;Kurt;Kurt.Weimer@test.de;44639
1000000334;Knopp;Margot;Margot.Knopp@test.de;
1000000353;Tietze;Anneliese;Anneliese.Tietze@test.de;
1000000353;Tietze;Anneliese;Anneliese.Tietze@test.de;
1000000353;Tietze;Anneliese;Anneliese.Tietze@test.de;
1000000353;Tietze;Anneliese;Anneliese.Tietze@test.de;
1000000353;Tietze;Anneliese;Anneliese.Tietze@test.de;48545
1000000353;Tietze;Anneliese;Anneliese.Tietze@test.de;48545
1000000363;Grunert;Elfriede;Elfriede.Grunert@test.de;
1000000363;Grunert;Elfriede;Elfriede.Grunert@test.de;
1000000363;Grunert;Elfriede;Elfriede.Grunert@test.de;
1000000363;Grunert;Elfriede;Elfriede.Grunert@test.de;
1000000363;Grunert;Elfriede;Elfriede.Grunert@test.de;43531
1000000364;Pauly;Elisabeth;Elisabeth.Pauly@test.de;
1000000364;Pauly;Elisabeth;Elisabeth.Pauly@test.de;
1000000364;Pauly;Elisabeth;Elisabeth.Pauly@test.de;43901
1000000364;Pauly;Elisabeth;Elisabeth.Pauly@test.de;43901
1000000368;Gräfe;Erich;Erich.Gräfe@test.de;
1000000368;Gräfe;Erich;Erich.Gräfe@test.de;
1000000368;Gräfe;Erich;Erich.Gräfe@test.de;
1000000368;Gräfe;Erich;Erich.Gräfe@test.de;
1000000368;Gräfe;Erich;Erich.Gräfe@test.de;45225
1000000368;Gräfe;Erich;Erich.Gräfe@test.de;45225
1000000373;Arendt;Frieda;Frieda.Arendt@test.de;
1000000373;Arendt;Frieda;Frieda.Arendt@test.de;
1000000373;Arendt;Frieda;Frieda.Arendt@test.de;35540
1000000373;Arendt;Frieda;Frieda.Arendt@test.de;35540
1000000386;Häring;Helmut;Helmut.Häring@test.de;
1000000386;Häring;Helmut;Helmut.Häring@test.de;
1000000386;Häring;Helmut;Helmut.Häring@test.de;
1000000386;Häring;Helmut;Helmut.Häring@test.de;44534
1000000386;Häring;Helmut;Helmut.Häring@test.de;44534
1000000394;Arens;Ida;Ida.Arens@test.de;
1000000394;Arens;Ida;Ida.Arens@test.de;
1000000394;Arens;Ida;Ida.Arens@test.de;
1000000394;Arens;Ida;Ida.Arens@test.de;34543
1000000398;Tröger;Joachim;Joachim.Tröger@test.de;
1000000398;Tröger;Joachim;Joachim.Tröger@test.de;
1000000398;Tröger;Joachim;Joachim.Tröger@test.de;41014
1000000398;Tröger;Joachim;Joachim.Tröger@test.de;41014
1000000403;Karg;Klaus ;Klaus .Karg@test.de;
1000000403;Karg;Klaus ;Klaus .Karg@test.de;
1000000403;Karg;Klaus ;Klaus .Karg@test.de;
1000000403;Karg;Klaus ;Klaus .Karg@test.de;
1000000403;Karg;Klaus ;Klaus .Karg@test.de;
1000000403;Karg;Klaus ;Klaus .Karg@test.de;
1000000403;Karg;Klaus ;Klaus .Karg@test.de;
1000000403;Karg;Klaus ;Klaus .Karg@test.de;
1000000403;Karg;Klaus ;Klaus .Karg@test.de;51917
1000000403;Karg;Klaus ;Klaus .Karg@test.de;51917
1000000403;Karg;Klaus ;Klaus .Karg@test.de;72489
1000000403;Karg;Klaus ;Klaus .Karg@test.de;72489
1000000410;Löwe;Maria;Maria.Löwe@test.de;
1000000410;Löwe;Maria;Maria.Löwe@test.de;
1000000410;Löwe;Maria;Maria.Löwe@test.de;
1000000410;Löwe;Maria;Maria.Löwe@test.de;
1000000410;Löwe;Maria;Maria.Löwe@test.de;32634
1000000410;Löwe;Maria;Maria.Löwe@test.de;32634
1000000411;Eberhard;Marie;Marie.Eberhard@test.de;
1000000411;Eberhard;Marie;Marie.Eberhard@test.de;
1000000411;Eberhard;Marie;Marie.Eberhard@test.de;40695
1000000411;Eberhard;Marie;Marie.Eberhard@test.de;40695
1000000420;Donner;Walter;Walter.Donner@test.de;
1000000420;Donner;Walter;Walter.Donner@test.de;
1000000420;Donner;Walter;Walter.Donner@test.de;
1000000420;Donner;Walter;Walter.Donner@test.de;
1000000420;Donner;Walter;Walter.Donner@test.de;
1000000420;Donner;Walter;Walter.Donner@test.de;40890
1000000420;Donner;Walter;Walter.Donner@test.de;40890
1000000436;Melcher;Curt;Curt.Melcher@test.de;
1000000436;Melcher;Curt;Curt.Melcher@test.de;
1000000441;Türk;Else;Else.Türk@test.de;
1000000441;Türk;Else;Else.Türk@test.de;
1000000441;Türk;Else;Else.Türk@test.de;
1000000441;Türk;Else;Else.Türk@test.de;43528
1000000441;Türk;Else;Else.Türk@test.de;43528
1000000467;Landwehr;Hildegard;Hildegard.Landwehr@test.de;
1000000467;Landwehr;Hildegard;Hildegard.Landwehr@test.de;
1000000467;Landwehr;Hildegard;Hildegard.Landwehr@test.de;
1000000467;Landwehr;Hildegard;Hildegard.Landwehr@test.de;
1000000467;Landwehr;Hildegard;Hildegard.Landwehr@test.de;
1000000467;Landwehr;Hildegard;Hildegard.Landwehr@test.de;
1000000467;Landwehr;Hildegard;Hildegard.Landwehr@test.de;
1000000467;Landwehr;Hildegard;Hildegard.Landwehr@test.de;
1000000467;Landwehr;Hildegard;Hildegard.Landwehr@test.de;39059
1000000467;Landwehr;Hildegard;Hildegard.Landwehr@test.de;39059
1000000467;Landwehr;Hildegard;Hildegard.Landwehr@test.de;39061
1000000467;Landwehr;Hildegard;Hildegard.Landwehr@test.de;39061
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;49457
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;49457
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;49459
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;49459
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;49461
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;49461
1000000482;Kirsten;Manfred;Manfred.Kirsten@test.de;
1000000482;Kirsten;Manfred;Manfred.Kirsten@test.de;
1000000482;Kirsten;Manfred;Manfred.Kirsten@test.de;
1000000482;Kirsten;Manfred;Manfred.Kirsten@test.de;
1000000482;Kirsten;Manfred;Manfred.Kirsten@test.de;
1000000482;Kirsten;Manfred;Manfred.Kirsten@test.de;
1000000482;Kirsten;Manfred;Manfred.Kirsten@test.de;55047
1000000482;Kirsten;Manfred;Manfred.Kirsten@test.de;55047
1000000482;Kirsten;Manfred;Manfred.Kirsten@test.de;62489
1000000485;Sandmann;Maria;Maria.Sandmann@test.de;
1000000485;Sandmann;Maria;Maria.Sandmann@test.de;
1000000485;Sandmann;Maria;Maria.Sandmann@test.de;
1000000485;Sandmann;Maria;Maria.Sandmann@test.de;
1000000485;Sandmann;Maria;Maria.Sandmann@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000472;Fischbach;Irmgard;Irmgard.Fischbach@test.de;
1000000485;Sandmann;Maria;Maria.Sandmann@test.de;42181
1000000485;Sandmann;Maria;Maria.Sandmann@test.de;42181
1000000487;Wick;Marta;Marta.Wick@test.de;
1000000487;Wick;Marta;Marta.Wick@test.de;
1000000487;Wick;Marta;Marta.Wick@test.de;
1000000487;Wick;Marta;Marta.Wick@test.de;
1000000487;Wick;Marta;Marta.Wick@test.de;
1000000487;Wick;Marta;Marta.Wick@test.de;
1000000487;Wick;Marta;Marta.Wick@test.de;
1000000487;Wick;Marta;Marta.Wick@test.de;
1000000487;Wick;Marta;Marta.Wick@test.de;44359
1000000487;Wick;Marta;Marta.Wick@test.de;44359
1000000491;Jessen;Richard;Richard.Jessen@test.de;
1000000491;Jessen;Richard;Richard.Jessen@test.de;
1000000491;Jessen;Richard;Richard.Jessen@test.de;48402
1000000497;Grohmann;Werner;Werner.Grohmann@test.de;
1000000497;Grohmann;Werner;Werner.Grohmann@test.de;
1000000497;Grohmann;Werner;Werner.Grohmann@test.de;
1000000497;Grohmann;Werner;Werner.Grohmann@test.de;
1000000497;Grohmann;Werner;Werner.Grohmann@test.de;
1000000497;Grohmann;Werner;Werner.Grohmann@test.de;
1000000497;Grohmann;Werner;Werner.Grohmann@test.de;
1000000497;Grohmann;Werner;Werner.Grohmann@test.de;47190
1000000497;Grohmann;Werner;Werner.Grohmann@test.de;47190
1000000498;Grebe;Wilhelm;Wilhelm.Grebe@test.de;
1000000498;Grebe;Wilhelm;Wilhelm.Grebe@test.de;
1000000498;Grebe;Wilhelm;Wilhelm.Grebe@test.de;
1000000498;Grebe;Wilhelm;Wilhelm.Grebe@test.de;35332
1000000498;Grebe;Wilhelm;Wilhelm.Grebe@test.de;35332
1000000500;Liebl;Wolfgang;Wolfgang.Liebl@test.de;
1000000500;Liebl;Wolfgang;Wolfgang.Liebl@test.de;
1000000500;Liebl;Wolfgang;Wolfgang.Liebl@test.de;
1000000500;Liebl;Wolfgang;Wolfgang.Liebl@test.de;
1000000500;Liebl;Wolfgang;Wolfgang.Liebl@test.de;
1000000500;Liebl;Wolfgang;Wolfgang.Liebl@test.de;49015
1000000500;Liebl;Wolfgang;Wolfgang.Liebl@test.de;49015
1000000528;Schmitz;Gerhard;Gerhard.Schmitz@test.de;
1000000528;Schmitz;Gerhard;Gerhard.Schmitz@test.de;
1000000528;Schmitz;Gerhard;Gerhard.Schmitz@test.de;
1000000528;Schmitz;Gerhard;Gerhard.Schmitz@test.de;43907
1000000528;Schmitz;Gerhard;Gerhard.Schmitz@test.de;43907
1000000535;Köhler;Heinz;Heinz.Köhler@test.de;
1000000535;Köhler;Heinz;Heinz.Köhler@test.de;
1000000535;Köhler;Heinz;Heinz.Köhler@test.de;
1000000535;Köhler;Heinz;Heinz.Köhler@test.de;
1000000535;Köhler;Heinz;Heinz.Köhler@test.de;54400
1000000535;Köhler;Heinz;Heinz.Köhler@test.de;54400
1000000560;Lorenz;Maria;Maria.Lorenz@test.de;
1000000560;Lorenz;Maria;Maria.Lorenz@test.de;
1000000560;Lorenz;Maria;Maria.Lorenz@test.de;
1000000560;Lorenz;Maria;Maria.Lorenz@test.de;
1000000560;Lorenz;Maria;Maria.Lorenz@test.de;
1000000561;Baumann;Marie;Marie.Baumann@test.de;
1000000561;Baumann;Marie;Marie.Baumann@test.de;
1000000561;Baumann;Marie;Marie.Baumann@test.de;
1000000561;Baumann;Marie;Marie.Baumann@test.de;
1000000561;Baumann;Marie;Marie.Baumann@test.de;
1000000561;Baumann;Marie;Marie.Baumann@test.de;
1000000561;Baumann;Marie;Marie.Baumann@test.de;
1000000561;Baumann;Marie;Marie.Baumann@test.de;
1000000561;Baumann;Marie;Marie.Baumann@test.de;
1000000561;Baumann;Marie;Marie.Baumann@test.de;
1000000561;Baumann;Marie;Marie.Baumann@test.de;
1000000561;Baumann;Marie;Marie.Baumann@test.de;
1000000561;Baumann;Marie;Marie.Baumann@test.de;
1000000571;Schumacher;Waltraud;Waltraud.Schumacher@test.de;
1000000571;Schumacher;Waltraud;Waltraud.Schumacher@test.de;
1000000571;Schumacher;Waltraud;Waltraud.Schumacher@test.de;
1000000571;Schumacher;Waltraud;Waltraud.Schumacher@test.de;
1000000571;Schumacher;Waltraud;Waltraud.Schumacher@test.de;
1000000571;Schumacher;Waltraud;Waltraud.Schumacher@test.de;41396
1000000571;Schumacher;Waltraud;Waltraud.Schumacher@test.de;41396
1000000571;Schumacher;Waltraud;Waltraud.Schumacher@test.de;52669
1000000571;Schumacher;Waltraud;Waltraud.Schumacher@test.de;52669
1000000575;Jäger;Wolfgang;Wolfgang.Jäger@test.de;
1000000575;Jäger;Wolfgang;Wolfgang.Jäger@test.de;
1000000575;Jäger;Wolfgang;Wolfgang.Jäger@test.de;41394
1000000575;Jäger;Wolfgang;Wolfgang.Jäger@test.de;41394
1000000583;Schreiber;Charlotte;Charlotte.Schreiber@test.de;
1000000583;Schreiber;Charlotte;Charlotte.Schreiber@test.de;
1000000583;Schreiber;Charlotte;Charlotte.Schreiber@test.de;41375
1000000583;Schreiber;Charlotte;Charlotte.Schreiber@test.de;41375
1000000588;Ziegler;Elfriede;Elfriede.Ziegler@test.de;
1000000588;Ziegler;Elfriede;Elfriede.Ziegler@test.de;
1000000588;Ziegler;Elfriede;Elfriede.Ziegler@test.de;37986
1000000588;Ziegler;Elfriede;Elfriede.Ziegler@test.de;37986
1000000592;Horn;Emma;Emma.Horn@test.de;
1000000592;Horn;Emma;Emma.Horn@test.de;
1000000592;Horn;Emma;Emma.Horn@test.de;
1000000592;Horn;Emma;Emma.Horn@test.de;
1000000592;Horn;Emma;Emma.Horn@test.de;
1000000592;Horn;Emma;Emma.Horn@test.de;
1000000595;Busch;Erna;Erna.Busch@test.de;
1000000595;Busch;Erna;Erna.Busch@test.de;
1000000595;Busch;Erna;Erna.Busch@test.de;41939
1000000595;Busch;Erna;Erna.Busch@test.de;41939
1000000596;Thomas;Ernst;Ernst.Thomas@test.de;
1000000596;Thomas;Ernst;Ernst.Thomas@test.de;
1000000596;Thomas;Ernst;Ernst.Thomas@test.de;
1000000596;Thomas;Ernst;Ernst.Thomas@test.de;
1000000596;Thomas;Ernst;Ernst.Thomas@test.de;38812
1000000596;Thomas;Ernst;Ernst.Thomas@test.de;38812
1000000596;Thomas;Ernst;Ernst.Thomas@test.de;38814
1000000596;Thomas;Ernst;Ernst.Thomas@test.de;38814
1000000603;Ernst;Gerhard;Gerhard.Ernst@test.de;
1000000603;Ernst;Gerhard;Gerhard.Ernst@test.de;
1000000603;Ernst;Gerhard;Gerhard.Ernst@test.de;49874
1000000603;Ernst;Gerhard;Gerhard.Ernst@test.de;49874
1000000612;Götz;Helene;Helene.Götz@test.de;
1000000612;Götz;Helene;Helene.Götz@test.de;
1000000622;Langer;Irmgard;Irmgard.Langer@test.de;
1000000622;Langer;Irmgard;Irmgard.Langer@test.de;
1000000622;Langer;Irmgard;Irmgard.Langer@test.de;32498
1000000622;Langer;Irmgard;Irmgard.Langer@test.de;32498
1000000648;Eckert;Wilhelm;Wilhelm.Eckert@test.de;
1000000648;Eckert;Wilhelm;Wilhelm.Eckert@test.de;
1000000648;Eckert;Wilhelm;Wilhelm.Eckert@test.de;
1000000648;Eckert;Wilhelm;Wilhelm.Eckert@test.de;
1000000648;Eckert;Wilhelm;Wilhelm.Eckert@test.de;39115
1000000648;Eckert;Wilhelm;Wilhelm.Eckert@test.de;39115
1000000651;Reuter;Alfred;Alfred.Reuter@test.de;
1000000651;Reuter;Alfred;Alfred.Reuter@test.de;
1000000651;Reuter;Alfred;Alfred.Reuter@test.de;39760
1000000651;Reuter;Alfred;Alfred.Reuter@test.de;39760
1000000669;Behrens;Erika;Erika.Behrens@test.de;
1000000669;Behrens;Erika;Erika.Behrens@test.de;
1000000669;Behrens;Erika;Erika.Behrens@test.de;
1000000669;Behrens;Erika;Erika.Behrens@test.de;
1000000669;Behrens;Erika;Erika.Behrens@test.de;46513
1000000669;Behrens;Erika;Erika.Behrens@test.de;46513
1000000669;Behrens;Erika;Erika.Behrens@test.de;46515
1000000669;Behrens;Erika;Erika.Behrens@test.de;46515
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;
1000000736;Bach;Curt;Curt.Bach@test.de;52422
1000000736;Bach;Curt;Curt.Bach@test.de;52422
1000000736;Bach;Curt;Curt.Bach@test.de;52424
1000000736;Bach;Curt;Curt.Bach@test.de;52424
1000000736;Bach;Curt;Curt.Bach@test.de;52426
1000000736;Bach;Curt;Curt.Bach@test.de;52426
1000000736;Bach;Curt;Curt.Bach@test.de;52428
1000000803;Dittrich;Anneliese;Anneliese.Dittrich@test.de;
1000000803;Dittrich;Anneliese;Anneliese.Dittrich@test.de;
1000000803;Dittrich;Anneliese;Anneliese.Dittrich@test.de;50952
1000000803;Dittrich;Anneliese;Anneliese.Dittrich@test.de;50952
1000000736;Bach;Curt;Curt.Bach@test.de;52428
1000000736;Bach;Curt;Curt.Bach@test.de;52430
1000000736;Bach;Curt;Curt.Bach@test.de;52430
1000000736;Bach;Curt;Curt.Bach@test.de;52432
1000000736;Bach;Curt;Curt.Bach@test.de;52432
1000000736;Bach;Curt;Curt.Bach@test.de;52434
1000000736;Bach;Curt;Curt.Bach@test.de;52434
1000000736;Bach;Curt;Curt.Bach@test.de;52436
1000000736;Bach;Curt;Curt.Bach@test.de;52436
1000000736;Bach;Curt;Curt.Bach@test.de;52442
1000000736;Bach;Curt;Curt.Bach@test.de;52442
1000000738;Bischoff;Elfriede;Elfriede.Bischoff@test.de;
1000000738;Bischoff;Elfriede;Elfriede.Bischoff@test.de;
1000000738;Bischoff;Elfriede;Elfriede.Bischoff@test.de;41775
1000000738;Bischoff;Elfriede;Elfriede.Bischoff@test.de;41775
1000000770;Kiefer;Ilse;Ilse.Kiefer@test.de;
1000000770;Kiefer;Ilse;Ilse.Kiefer@test.de;
1000000770;Kiefer;Ilse;Ilse.Kiefer@test.de;51938
1000000770;Kiefer;Ilse;Ilse.Kiefer@test.de;51938
1000000846;Miller;Ingeborg;Ingeborg.Miller@test.de;
1000000879;Wegener;Arthur;Arthur.Wegener@test.de;
1000000921;Völker;Ingeborg;Ingeborg.Völker@test.de;
1000000921;Völker;Ingeborg;Ingeborg.Völker@test.de;
1000000921;Völker;Ingeborg;Ingeborg.Völker@test.de;37690
1000000921;Völker;Ingeborg;Ingeborg.Völker@test.de;37690
1000000931;Zeller;Louise;Louise.Zeller@test.de;
1000000931;Zeller;Louise;Louise.Zeller@test.de;
1000000937;Giese;Marta;Marta.Giese@test.de;
1000000937;Giese;Marta;Marta.Giese@test.de;
1000000937;Giese;Marta;Marta.Giese@test.de;
1000000937;Giese;Marta;Marta.Giese@test.de;
1000000975;Appel;Fritz;Fritz.Appel@test.de;
1000000975;Appel;Fritz;Fritz.Appel@test.de;
1000000981;Barthel;Günther;Günther.Barthel@test.de;
1000000981;Barthel;Günther;Günther.Barthel@test.de;
1000000981;Barthel;Günther;Günther.Barthel@test.de;
1000000981;Barthel;Günther;Günther.Barthel@test.de;33849
1000000981;Barthel;Günther;Günther.Barthel@test.de;33849
1000000985;Engels;Heinz;Heinz.Engels@test.de;
1000000985;Engels;Heinz;Heinz.Engels@test.de;
1000001000;Lechner;Karl;Karl.Lechner@test.de;
1000001000;Lechner;Karl;Karl.Lechner@test.de;
1000001000;Lechner;Karl;Karl.Lechner@test.de;
1000001000;Lechner;Karl;Karl.Lechner@test.de;
1000001000;Lechner;Karl;Karl.Lechner@test.de;43519
1000001000;Lechner;Karl;Karl.Lechner@test.de;43519
1000001011;Brüggemann;Marie;Marie.Brüggemann@test.de;
1000001011;Brüggemann;Marie;Marie.Brüggemann@test.de;43419
1000001066;Rath;Herta;Herta.Rath@test.de;
1000001066;Rath;Herta;Herta.Rath@test.de;
1000001066;Rath;Herta;Herta.Rath@test.de;
1000001066;Rath;Herta;Herta.Rath@test.de;
1000001066;Rath;Herta;Herta.Rath@test.de;
1000001066;Rath;Herta;Herta.Rath@test.de;48509
1000001066;Rath;Herta;Herta.Rath@test.de;48509
1000001075;Kempf;Karl;Karl.Kempf@test.de;
1000001075;Kempf;Karl;Karl.Kempf@test.de;
1000001075;Kempf;Karl;Karl.Kempf@test.de;41990
1000001075;Kempf;Karl;Karl.Kempf@test.de;41990
1000001117;Helbig;Emma;Emma.Helbig@test.de;
1000001150;Klug;Karl;Karl.Klug@test.de;
